Name,MC #,Symbol,Price,BTC,1h,24h,7d,14d,30d,45d,90d,200d,Mkt. Cap
StrongHands,807,,SHND,0.00000012,0.0000,-0.49,-0.50,24.31,65.61,46.69,34.18,-36.79,-74.34
JSECOIN,1117,,JSE,0.0005,0.00000007,0.04,-4.54,69.19,-30.86,-52.98,-67.80,-84.82,
Hurify,1267,,HUR,0.0004,0.00000006,16.53,-38.45,-9.02,-13.82,-9.62,-38.19,-79.50,-98.78
EthLend,314,,LEND,0.0088,0.00000111,3.79,6.84,21.07,6.99,6.32,-3.59,-57.25,-67.90
YOYOW,390,,YOYOW,0.0215,0.00000271,-1.71,4.46,29.89,23.53,41.66,37.07,-38.97,
MyBit,949,,MYB,0.0036,0.00000045,1.02,10.71,8.82,-29.87,-67.67,-50.43,-81.82,-91.09
Daneel,1059,,DAN,0.0059,0.00000075,-0.16,2.03,-0.05,-26.87,-38.46,-50.14,-77.72,-82.72
BitRent,1143,,RNTB,0.0002,0.00000003,0.77,3.20,55.20,-56.57,-73.26,-68.30,-89.51,-98.97
Amoveo,459,,VEO,75.38,0.00951716,-0.12,-15.69,12.73,,,,,
Centrality,122,,CENNZ,0.0471,0.00000595,-0.21,15.45,48.56,89.43,80.36,47.32,5.27,-51.39
Consensus,528,,SEN,0.0022,0.00000028,-0.23,0.37,30.09,25.33,10.52,-5.02,-50.38,-86.39
Ruff,250,,RUFF,0.0139,0.00000175,-0.94,-5.14,30.69,48.21,49.97,31.68,-42.32,-70.20
MediBloc [ERC20],156,,MEDX,0.0077,0.00000097,0.03,9.18,29.69,128.90,141.19,111.51,4.40,47.10
SelfSell,694,,SSC,0.0044,0.00000056,-0.20,-11.80,17.14,64.66,25.96,30.90,-32.45,-83.44
ZelCash,445,,ZEL,0.0802,0.00001013,-0.12,-6.51,1.48,129.41,122.32,171.48,6.78,
Formosa Financial,718,,FMF,0.0017,0.00000021,-0.13,9.41,60.16,137.69,42.03,-9.38,-54.63,
ELTCOIN,1355,,ELTCOIN,0.0006,0.00000008,4.31,9.62,16.65,-8.01,0.56,6.39,-23.27,-82.43
Bodhi,665,,BOT,0.0485,0.00000612,0.07,4.74,36.33,13.75,19.22,5.20,-53.92,-76.62
BrahmaOS,713,,BRM,0.0026,0.00000032,-0.39,8.69,54.96,-30.39,-55.25,-53.44,-56.66,-84.68
VeThor Token,1710,,VTHO,0.0007,0.00000009,0.18,-0.36,-1.55,94.80,91.54,45.06,-32.14,
Own,232,,CHX,0.1900,0.00002398,-0.30,2.07,-13.63,49.87,68.51,57.49,64.83,492.11
PRIZM,343,,PZM,0.1601,0.00002022,-5.70,4.86,-2.03,14.78,32.57,23.35,79.18,-83.40
XcelToken,441,,XCEL,0.0522,0.00001511,0.00,0.00,-3.41,-3.47,80.94,76.50,247.74,
Bitcoin Atom,465,,BCA,0.2478,0.00003129,-0.01,-3.43,24.56,43.59,20.11,10.28,-6.00,-57.58
Indorse,825,,IND,0.0255,0.00000322,-0.34,8.30,58.05,207.49,152.21,104.23,-9.71,
Envion,273,,EVN,0.1038,0.00001311,-0.20,10.71,10.71,42.71,28.62,24.13,165.87,-14.73
Libra Credit,168,,LBA,0.0452,0.00000571,-0.12,-8.35,4.54,336.73,271.53,187.11,-18.48,-59.17
Peculium,631,,PCL,0.0011,0.00000014,-0.19,-16.26,6.23,-47.35,-61.25,-56.07,11.61,-71.71
Decentralized Machine Learning,1031,,DML,0.0058,0.00000073,0.89,9.87,64.07,94.66,67.71,29.47,-53.28,-62.60
PCHAIN,383,,PI,0.0122,0.00000155,0.29,4.86,15.91,110.11,59.44,50.18,-42.62,-73.86
Digix Gold Token,491,,DGX,41.28,0.00521161,0.02,-2.73,0.62,-2.77,-4.90,4.11,-5.23,-2.61
HTMLCOIN,478,,HTML,0.00008060,0.00000001,-1.04,-0.35,-1.33,5.10,-2.43,-15.61,-49.31,-60.58
Bounty0x,764,,BNTY,0.0056,0.00000071,0.61,0.68,28.64,82.46,68.04,82.56,-30.38,-76.47
DOVU,805,,DOV,0.0027,0.00000034,-1.56,1.68,31.00,-36.86,-39.31,-57.74,-77.98,-93.87
Digitex Futures,180,,DGTX,0.0277,0.00000350,-0.95,7.22,-5.25,-14.90,-41.91,-55.37,-63.26,290.88
APIS,318,,APIS,0.0020,0.00000025,-1.14,20.51,-14.09,-0.42,-25.35,-48.92,-47.89,-65.70
Ubiq,296,,UBQ,0.2503,0.00003160,2.26,2.86,28.71,19.39,12.99,0.05,-54.51,
Privatix,639,,PRIX,1.96,0.00024743,-0.15,-6.21,5.03,98.70,157.59,254.93,141.80,7.32
OpenAnx,246,,OAX,0.2079,0.00002625,2.93,-1.59,32.36,28.35,107.29,105.61,-31.91,-38.04
IQeon,791,,IQN,0.4086,0.00005158,-3.39,9.26,22.88,114.97,99.06,129.51,143.15,
Bibox Token,133,,BIX,0.3133,0.00003955,0.21,-6.35,18.34,146.79,105.45,89.27,-10.05,-58.15
Alis,629,,ALIS,0.0573,0.00000723,-0.13,-6.00,18.74,99.51,82.30,59.46,11.68,-30.79
FundRequest,1281,,FND,0.0020,0.00000025,3.45,36.91,110.11,-32.41,-57.51,-68.14,-81.53,-95.72
Hiveterminal Token,542,,HVN,0.0083,0.00000104,-1.70,-6.06,10.04,103.30,32.47,29.08,-59.12,
PAYCENT,821,,PYN,0.0323,0.00000408,-0.36,-47.30,-54.58,57.23,-19.21,-18.53,-68.71,
GINcoin,681,,GIN,0.2971,0.00003751,1.07,3.34,-26.51,-63.97,-74.97,-80.84,-87.91,-96.23
Winding Tree,628,,LIF,0.1051,0.00001327,-0.23,4.18,13.43,-33.68,-47.27,-50.32,-64.04,
AdHIve,1033,,ADH,0.0027,0.00000035,0.88,29.45,18.85,-4.41,10.09,-34.66,-74.72,-95.76
Counterparty,543,,XCP,1.30,0.00016369,3.25,-0.40,-35.17,-36.54,-45.09,-48.27,-63.30,-84.01
Leadcoin,1273,,LDC,0.0001,0.00000002,-0.22,3.01,47.00,-16.42,-31.14,-65.00,-79.45,-96.37
Bitcoin Green,707,,BITG,0.2315,0.00006705,0.92,17.77,-16.27,-37.26,-52.20,-68.79,-85.23,-91.51
Adshares,560,,ADS,0.1001,0.00001264,-1.84,-9.10,8.66,-2.08,58.86,101.95,-2.47,-9.41
GoByte,1010,,GBX,0.1074,0.00001356,-0.38,-0.16,-16.93,-45.47,-67.68,-75.32,-87.87,-95.18
Playkey,816,,PKT,0.0739,0.00000933,1.65,0.72,23.07,137.87,69.93,6.69,-18.51,-81.77
Auxilium,973,,AUX,0.0044,0.00000055,-0.13,5.61,47.75,32.02,47.97,78.48,-11.46,
CPChain,351,,CPC,0.0210,0.00000266,-1.70,2.84,46.67,47.31,21.77,42.14,-34.37,-69.04
GridCoin,544,,GRC,0.0081,0.00000102,-0.39,-7.07,-3.73,81.59,36.58,33.43,-22.59,-73.13
Humaniq,678,,HMQ,0.0100,0.00000126,0.13,-4.59,10.97,5.29,10.27,13.76,-62.20,-84.85
OWNDATA,775,,OWN,0.0001,0.00000001,-0.76,3.98,122.81,33.27,-48.46,-36.33,-45.56,
Machine Xchange Coin,419,,MXC,0.0071,0.00000090,3.13,7.22,14.66,-28.46,-37.08,6.06,,
Paccoin,526,,PAC,0.0005,0.00000007,-0.38,2.44,-42.45,-28.18,-45.89,-53.23,-68.47,-88.18
Bitcoin Interest,671,,BCI,0.1036,0.00001308,0.58,1.62,20.30,-59.15,-72.50,-72.32,-83.14,-94.95
United Traders Token,291,,UTT,0.2928,0.00003697,-0.14,-8.55,-22.55,36.93,19.92,2.71,-23.92,-56.91
Propy,288,,PRO,0.1953,0.00002465,-0.94,-1.58,10.14,71.41,47.36,38.64,-55.77,
Truegame,829,,TGAME,0.0113,0.00000143,-0.44,9.12,0.26,28.04,12.50,-8.99,-23.04,-64.85
Blockcat,1158,,CAT,0.0249,0.00000315,-0.28,29.86,29.86,-72.26,-67.96,-45.85,-74.24,-89.74
Lunyr,403,,LUN,2.66,0.00033553,1.24,4.13,25.89,-0.77,59.55,47.52,-35.13,-65.06
DNotes,614,,NOTE,0.0175,0.00000221,1.33,1.40,81.05,69.79,50.49,79.95,-6.13,-68.24
Invictus Hyperion Fund,1627,,IHF,0.0430,0.00000543,-0.12,-5.52,64.44,138.45,53.45,78.03,18.08,
SPINDLE,460,,SPD,0.0015,0.00000019,-1.33,20.91,49.60,80.65,-24.04,-24.21,-43.87,-78.85
Myriad,527,,XMY,0.0022,0.00000027,-1.64,-3.16,28.94,46.21,18.09,-11.51,-30.50,-48.16
United Bitcoin,1631,,UBTC,1.83,0.00023109,19.42,22.00,-11.08,-4.73,-23.60,-20.60,-51.65,-65.72
USD//Coin,28,,USDC,1.00,0.00012657,0.28,0.43,-0.39,-0.60,-0.68,-0.49,-0.04,
Mithril,165,,MITH,0.0419,0.00000528,0.71,-4.28,16.89,-14.72,-36.86,-43.71,-83.86,-93.45
DAOstack,347,,GEN,0.1972,0.00002490,-0.04,5.34,11.44,134.00,196.94,278.43,84.98,13.25
wys Token,1625,,WYS,0.0261,0.00000330,-0.23,57.67,140.44,251.24,223.58,211.78,145.25,
Nexus,179,,NXS,0.3555,0.00004489,-1.41,1.03,31.90,-4.46,-9.95,3.26,-46.11,-74.47
POPCHAIN,709,,PCH,0.0018,0.00000023,-0.04,-0.97,-40.04,29.99,-33.50,-52.64,-73.21,-94.32
WaykiChain,107,,WICC,0.2488,0.00003141,0.27,-9.86,4.44,75.03,100.96,90.25,13.05,-30.11
Viacoin,215,,VIA,0.7174,0.00009057,-0.03,-4.82,7.76,134.07,118.69,110.57,-1.25,-42.12
XtraBYtes,428,,XBY,0.0128,0.00000162,-0.13,9.18,33.06,19.60,-9.66,-9.82,-63.14,-58.29
Crowd Machine,841,,CMCT,0.0019,0.00000024,3.43,2.77,2.33,16.33,0.17,-19.18,-42.54,-93.55
Swarm City,840,,SWT,0.1068,0.00001349,0.58,-4.28,-19.96,-25.28,-25.63,-38.29,-62.98,-82.75
Kin,128,,KIN,0.00004834,0.00000001,2.52,3.02,4.30,55.76,29.07,54.29,-11.34,-75.81
COVA,377,,COVA,0.0041,0.00000051,1.81,15.25,71.54,84.01,129.19,,,
Matchpool,699,,GUP,0.0227,0.00000286,-0.16,-5.54,1.25,30.82,28.65,17.61,-51.58,-78.43
AMLT Token,606,,AMLT,0.0103,0.00000130,3.06,-19.12,-6.78,-44.63,-54.51,-36.49,-25.53,-29.25
bitJob,1264,,STU,0.0014,0.00000017,1.71,20.98,-17.84,-60.93,-50.50,-73.83,-85.26,-86.34
Storj,131,,STORJ,0.2648,0.00003343,-0.44,0.09,22.74,86.16,70.11,70.87,-16.47,-41.30
VIBE,283,,VIBE,0.0432,0.00000545,-0.94,3.76,26.20,2.52,34.40,45.21,-33.65,-38.04
PayPie,245,,PPP,0.1705,0.00002153,0.00,10.81,151.99,-76.16,342.74,201.30,12.45,-29.14
Ren,193,,REN,0.0294,0.00000371,-0.10,0.46,21.69,53.70,22.65,21.65,-34.04,-30.63
Sentinel,556,,SENT,0.0016,0.00000020,3.95,-1.82,11.32,72.49,12.89,13.09,-34.34,-78.81
Eligma Token,624,,ELI,0.0162,0.00000205,0.42,-7.60,23.58,80.91,78.00,130.20,39.96,
Simmitri,1168,,SIM,0.0025,0.00000031,-37.03,-23.45,-8.00,-85.17,22.42,-14.73,-71.82,
Matrix AI Network,216,,MAN,0.1106,0.00001396,-1.60,8.35,0.60,52.19,58.43,6.85,-53.88,-73.29
Etherparty,389,,FUEL,0.0091,0.00000114,0.65,2.23,25.58,1.08,8.76,1.27,-63.99,-71.76
STK,637,,STK,0.0062,0.00000079,-1.73,-1.65,3.54,122.48,113.58,48.56,-44.80,-77.34
Gnosis,164,,GNO,21.83,0.00275653,-0.18,3.42,36.91,92.90,74.42,105.07,10.38,-57.12
Zebi,388,,ZCO,0.0104,0.00000131,0.34,15.99,40.47,114.23,69.87,37.65,-20.47,-71.40
StrongHands,807,,SHND,0.00000012,0.0000,-0.49,-0.50,24.31,65.61,46.69,34.18,-36.79,-74.34
JSECOIN,1117,,JSE,0.0005,0.00000007,0.04,-4.54,69.19,-30.86,-52.98,-67.80,-84.82,
Hurify,1267,,HUR,0.0004,0.00000006,16.53,-38.45,-9.02,-13.82,-9.62,-38.19,-79.50,-98.78
EthLend,314,,LEND,0.0088,0.00000111,3.79,6.84,21.07,6.99,6.32,-3.59,-57.25,-67.90
YOYOW,390,,YOYOW,0.0215,0.00000271,-1.71,4.46,29.89,23.53,41.66,37.07,-38.97,
MyBit,949,,MYB,0.0036,0.00000045,1.02,10.71,8.82,-29.87,-67.67,-50.43,-81.82,-91.09
Daneel,1059,,DAN,0.0059,0.00000075,-0.16,2.03,-0.05,-26.87,-38.46,-50.14,-77.72,-82.72
BitRent,1143,,RNTB,0.0002,0.00000003,0.77,3.20,55.20,-56.57,-73.26,-68.30,-89.51,-98.97
Amoveo,459,,VEO,75.38,0.00951716,-0.12,-15.69,12.73,,,,,
Centrality,122,,CENNZ,0.0471,0.00000595,-0.21,15.45,48.56,89.43,80.36,47.32,5.27,-51.39
Consensus,528,,SEN,0.0022,0.00000028,-0.23,0.37,30.09,25.33,10.52,-5.02,-50.38,-86.39
Ruff,250,,RUFF,0.0139,0.00000175,-0.94,-5.14,30.69,48.21,49.97,31.68,-42.32,-70.20
MediBloc [ERC20],156,,MEDX,0.0077,0.00000097,0.03,9.18,29.69,128.90,141.19,111.51,4.40,47.10
SelfSell,694,,SSC,0.0044,0.00000056,-0.20,-11.80,17.14,64.66,25.96,30.90,-32.45,-83.44
ZelCash,445,,ZEL,0.0802,0.00001013,-0.12,-6.51,1.48,129.41,122.32,171.48,6.78,
Formosa Financial,718,,FMF,0.0017,0.00000021,-0.13,9.41,60.16,137.69,42.03,-9.38,-54.63,
ELTCOIN,1355,,ELTCOIN,0.0006,0.00000008,4.31,9.62,16.65,-8.01,0.56,6.39,-23.27,-82.43
Bodhi,665,,BOT,0.0485,0.00000612,0.07,4.74,36.33,13.75,19.22,5.20,-53.92,-76.62
BrahmaOS,713,,BRM,0.0026,0.00000032,-0.39,8.69,54.96,-30.39,-55.25,-53.44,-56.66,-84.68
VeThor Token,1710,,VTHO,0.0007,0.00000009,0.18,-0.36,-1.55,94.80,91.54,45.06,-32.14,
Own,232,,CHX,0.1900,0.00002398,-0.30,2.07,-13.63,49.87,68.51,57.49,64.83,492.11
PRIZM,343,,PZM,0.1601,0.00002022,-5.70,4.86,-2.03,14.78,32.57,23.35,79.18,-83.40
XcelToken,441,,XCEL,0.0522,0.00001511,0.00,0.00,-3.41,-3.47,80.94,76.50,247.74,
Bitcoin Atom,465,,BCA,0.2478,0.00003129,-0.01,-3.43,24.56,43.59,20.11,10.28,-6.00,-57.58
Indorse,825,,IND,0.0255,0.00000322,-0.34,8.30,58.05,207.49,152.21,104.23,-9.71,
Envion,273,,EVN,0.1038,0.00001311,-0.20,10.71,10.71,42.71,28.62,24.13,165.87,-14.73
Libra Credit,168,,LBA,0.0452,0.00000571,-0.12,-8.35,4.54,336.73,271.53,187.11,-18.48,-59.17
Peculium,631,,PCL,0.0011,0.00000014,-0.19,-16.26,6.23,-47.35,-61.25,-56.07,11.61,-71.71
Decentralized Machine Learning,1031,,DML,0.0058,0.00000073,0.89,9.87,64.07,94.66,67.71,29.47,-53.28,-62.60
PCHAIN,383,,PI,0.0122,0.00000155,0.29,4.86,15.91,110.11,59.44,50.18,-42.62,-73.86
Digix Gold Token,491,,DGX,41.28,0.00521161,0.02,-2.73,0.62,-2.77,-4.90,4.11,-5.23,-2.61
HTMLCOIN,478,,HTML,0.00008060,0.00000001,-1.04,-0.35,-1.33,5.10,-2.43,-15.61,-49.31,-60.58
Bounty0x,764,,BNTY,0.0056,0.00000071,0.61,0.68,28.64,82.46,68.04,82.56,-30.38,-76.47
DOVU,805,,DOV,0.0027,0.00000034,-1.56,1.68,31.00,-36.86,-39.31,-57.74,-77.98,-93.87
Digitex Futures,180,,DGTX,0.0277,0.00000350,-0.95,7.22,-5.25,-14.90,-41.91,-55.37,-63.26,290.88
APIS,318,,APIS,0.0020,0.00000025,-1.14,20.51,-14.09,-0.42,-25.35,-48.92,-47.89,-65.70
Ubiq,296,,UBQ,0.2503,0.00003160,2.26,2.86,28.71,19.39,12.99,0.05,-54.51,
Privatix,639,,PRIX,1.96,0.00024743,-0.15,-6.21,5.03,98.70,157.59,254.93,141.80,7.32
OpenAnx,246,,OAX,0.2079,0.00002625,2.93,-1.59,32.36,28.35,107.29,105.61,-31.91,-38.04
IQeon,791,,IQN,0.4086,0.00005158,-3.39,9.26,22.88,114.97,99.06,129.51,143.15,
Bibox Token,133,,BIX,0.3133,0.00003955,0.21,-6.35,18.34,146.79,105.45,89.27,-10.05,-58.15
Alis,629,,ALIS,0.0573,0.00000723,-0.13,-6.00,18.74,99.51,82.30,59.46,11.68,-30.79
FundRequest,1281,,FND,0.0020,0.00000025,3.45,36.91,110.11,-32.41,-57.51,-68.14,-81.53,-95.72
Hiveterminal Token,542,,HVN,0.0083,0.00000104,-1.70,-6.06,10.04,103.30,32.47,29.08,-59.12,
PAYCENT,821,,PYN,0.0323,0.00000408,-0.36,-47.30,-54.58,57.23,-19.21,-18.53,-68.71,
GINcoin,681,,GIN,0.2971,0.00003751,1.07,3.34,-26.51,-63.97,-74.97,-80.84,-87.91,-96.23
Winding Tree,628,,LIF,0.1051,0.00001327,-0.23,4.18,13.43,-33.68,-47.27,-50.32,-64.04,
AdHIve,1033,,ADH,0.0027,0.00000035,0.88,29.45,18.85,-4.41,10.09,-34.66,-74.72,-95.76
Counterparty,543,,XCP,1.30,0.00016369,3.25,-0.40,-35.17,-36.54,-45.09,-48.27,-63.30,-84.01
Leadcoin,1273,,LDC,0.0001,0.00000002,-0.22,3.01,47.00,-16.42,-31.14,-65.00,-79.45,-96.37
Bitcoin Green,707,,BITG,0.2315,0.00006705,0.92,17.77,-16.27,-37.26,-52.20,-68.79,-85.23,-91.51
Adshares,560,,ADS,0.1001,0.00001264,-1.84,-9.10,8.66,-2.08,58.86,101.95,-2.47,-9.41
GoByte,1010,,GBX,0.1074,0.00001356,-0.38,-0.16,-16.93,-45.47,-67.68,-75.32,-87.87,-95.18
Playkey,816,,PKT,0.0739,0.00000933,1.65,0.72,23.07,137.87,69.93,6.69,-18.51,-81.77
Auxilium,973,,AUX,0.0044,0.00000055,-0.13,5.61,47.75,32.02,47.97,78.48,-11.46,
CPChain,351,,CPC,0.0210,0.00000266,-1.70,2.84,46.67,47.31,21.77,42.14,-34.37,-69.04
GridCoin,544,,GRC,0.0081,0.00000102,-0.39,-7.07,-3.73,81.59,36.58,33.43,-22.59,-73.13
Humaniq,678,,HMQ,0.0100,0.00000126,0.13,-4.59,10.97,5.29,10.27,13.76,-62.20,-84.85
OWNDATA,775,,OWN,0.0001,0.00000001,-0.76,3.98,122.81,33.27,-48.46,-36.33,-45.56,
Machine Xchange Coin,419,,MXC,0.0071,0.00000090,3.13,7.22,14.66,-28.46,-37.08,6.06,,
Paccoin,526,,PAC,0.0005,0.00000007,-0.38,2.44,-42.45,-28.18,-45.89,-53.23,-68.47,-88.18
Bitcoin Interest,671,,BCI,0.1036,0.00001308,0.58,1.62,20.30,-59.15,-72.50,-72.32,-83.14,-94.95
United Traders Token,291,,UTT,0.2928,0.00003697,-0.14,-8.55,-22.55,36.93,19.92,2.71,-23.92,-56.91
Propy,288,,PRO,0.1953,0.00002465,-0.94,-1.58,10.14,71.41,47.36,38.64,-55.77,
Truegame,829,,TGAME,0.0113,0.00000143,-0.44,9.12,0.26,28.04,12.50,-8.99,-23.04,-64.85
Blockcat,1158,,CAT,0.0249,0.00000315,-0.28,29.86,29.86,-72.26,-67.96,-45.85,-74.24,-89.74
Lunyr,403,,LUN,2.66,0.00033553,1.24,4.13,25.89,-0.77,59.55,47.52,-35.13,-65.06
DNotes,614,,NOTE,0.0175,0.00000221,1.33,1.40,81.05,69.79,50.49,79.95,-6.13,-68.24
Invictus Hyperion Fund,1627,,IHF,0.0430,0.00000543,-0.12,-5.52,64.44,138.45,53.45,78.03,18.08,
SPINDLE,460,,SPD,0.0015,0.00000019,-1.33,20.91,49.60,80.65,-24.04,-24.21,-43.87,-78.85
Myriad,527,,XMY,0.0022,0.00000027,-1.64,-3.16,28.94,46.21,18.09,-11.51,-30.50,-48.16
United Bitcoin,1631,,UBTC,1.83,0.00023109,19.42,22.00,-11.08,-4.73,-23.60,-20.60,-51.65,-65.72
USD//Coin,28,,USDC,1.00,0.00012657,0.28,0.43,-0.39,-0.60,-0.68,-0.49,-0.04,
Mithril,165,,MITH,0.0419,0.00000528,0.71,-4.28,16.89,-14.72,-36.86,-43.71,-83.86,-93.45
DAOstack,347,,GEN,0.1972,0.00002490,-0.04,5.34,11.44,134.00,196.94,278.43,84.98,13.25
wys Token,1625,,WYS,0.0261,0.00000330,-0.23,57.67,140.44,251.24,223.58,211.78,145.25,
Nexus,179,,NXS,0.3555,0.00004489,-1.41,1.03,31.90,-4.46,-9.95,3.26,-46.11,-74.47
POPCHAIN,709,,PCH,0.0018,0.00000023,-0.04,-0.97,-40.04,29.99,-33.50,-52.64,-73.21,-94.32
WaykiChain,107,,WICC,0.2488,0.00003141,0.27,-9.86,4.44,75.03,100.96,90.25,13.05,-30.11
Viacoin,215,,VIA,0.7174,0.00009057,-0.03,-4.82,7.76,134.07,118.69,110.57,-1.25,-42.12
XtraBYtes,428,,XBY,0.0128,0.00000162,-0.13,9.18,33.06,19.60,-9.66,-9.82,-63.14,-58.29
Crowd Machine,841,,CMCT,0.0019,0.00000024,3.43,2.77,2.33,16.33,0.17,-19.18,-42.54,-93.55
Swarm City,840,,SWT,0.1068,0.00001349,0.58,-4.28,-19.96,-25.28,-25.63,-38.29,-62.98,-82.75
Kin,128,,KIN,0.00004834,0.00000001,2.52,3.02,4.30,55.76,29.07,54.29,-11.34,-75.81
COVA,377,,COVA,0.0041,0.00000051,1.81,15.25,71.54,84.01,129.19,,,
Matchpool,699,,GUP,0.0227,0.00000286,-0.16,-5.54,1.25,30.82,28.65,17.61,-51.58,-78.43
AMLT Token,606,,AMLT,0.0103,0.00000130,3.06,-19.12,-6.78,-44.63,-54.51,-36.49,-25.53,-29.25
bitJob,1264,,STU,0.0014,0.00000017,1.71,20.98,-17.84,-60.93,-50.50,-73.83,-85.26,-86.34
Storj,131,,STORJ,0.2648,0.00003343,-0.44,0.09,22.74,86.16,70.11,70.87,-16.47,-41.30
VIBE,283,,VIBE,0.0432,0.00000545,-0.94,3.76,26.20,2.52,34.40,45.21,-33.65,-38.04
PayPie,245,,PPP,0.1705,0.00002153,0.00,10.81,151.99,-76.16,342.74,201.30,12.45,-29.14
Ren,193,,REN,0.0294,0.00000371,-0.10,0.46,21.69,53.70,22.65,21.65,-34.04,-30.63
Sentinel,556,,SENT,0.0016,0.00000020,3.95,-1.82,11.32,72.49,12.89,13.09,-34.34,-78.81
Eligma Token,624,,ELI,0.0162,0.00000205,0.42,-7.60,23.58,80.91,78.00,130.20,39.96,
Simmitri,1168,,SIM,0.0025,0.00000031,-37.03,-23.45,-8.00,-85.17,22.42,-14.73,-71.82,
Matrix AI Network,216,,MAN,0.1106,0.00001396,-1.60,8.35,0.60,52.19,58.43,6.85,-53.88,-73.29
Etherparty,389,,FUEL,0.0091,0.00000114,0.65,2.23,25.58,1.08,8.76,1.27,-63.99,-71.76
STK,637,,STK,0.0062,0.00000079,-1.73,-1.65,3.54,122.48,113.58,48.56,-44.80,-77.34
Gnosis,164,,GNO,21.83,0.00275653,-0.18,3.42,36.91,92.90,74.42,105.07,10.38,-57.12
Zebi,388,,ZCO,0.0104,0.00000131,0.34,15.99,40.47,114.23,69.87,37.65,-20.47,-71.40
StrongHands,807,,SHND,0.00000012,0.0000,-0.49,-0.50,24.31,65.61,46.69,34.18,-36.79,-74.34
JSECOIN,1117,,JSE,0.0005,0.00000007,0.04,-4.54,69.19,-30.86,-52.98,-67.80,-84.82,
Hurify,1267,,HUR,0.0004,0.00000006,16.53,-38.45,-9.02,-13.82,-9.62,-38.19,-79.50,-98.78
EthLend,314,,LEND,0.0088,0.00000111,3.79,6.84,21.07,6.99,6.32,-3.59,-57.25,-67.90
YOYOW,390,,YOYOW,0.0215,0.00000271,-1.71,4.46,29.89,23.53,41.66,37.07,-38.97,
MyBit,949,,MYB,0.0036,0.00000045,1.02,10.71,8.82,-29.87,-67.67,-50.43,-81.82,-91.09
Daneel,1059,,DAN,0.0059,0.00000075,-0.16,2.03,-0.05,-26.87,-38.46,-50.14,-77.72,-82.72
BitRent,1143,,RNTB,0.0002,0.00000003,0.77,3.20,55.20,-56.57,-73.26,-68.30,-89.51,-98.97
Amoveo,459,,VEO,75.38,0.00951716,-0.12,-15.69,12.73,,,,,
Centrality,122,,CENNZ,0.0471,0.00000595,-0.21,15.45,48.56,89.43,80.36,47.32,5.27,-51.39
Consensus,528,,SEN,0.0022,0.00000028,-0.23,0.37,30.09,25.33,10.52,-5.02,-50.38,-86.39
Ruff,250,,RUFF,0.0139,0.00000175,-0.94,-5.14,30.69,48.21,49.97,31.68,-42.32,-70.20
MediBloc [ERC20],156,,MEDX,0.0077,0.00000097,0.03,9.18,29.69,128.90,141.19,111.51,4.40,47.10
SelfSell,694,,SSC,0.0044,0.00000056,-0.20,-11.80,17.14,64.66,25.96,30.90,-32.45,-83.44
ZelCash,445,,ZEL,0.0802,0.00001013,-0.12,-6.51,1.48,129.41,122.32,171.48,6.78,
Formosa Financial,718,,FMF,0.0017,0.00000021,-0.13,9.41,60.16,137.69,42.03,-9.38,-54.63,
ELTCOIN,1355,,ELTCOIN,0.0006,0.00000008,4.31,9.62,16.65,-8.01,0.56,6.39,-23.27,-82.43
Bodhi,665,,BOT,0.0485,0.00000612,0.07,4.74,36.33,13.75,19.22,5.20,-53.92,-76.62
BrahmaOS,713,,BRM,0.0026,0.00000032,-0.39,8.69,54.96,-30.39,-55.25,-53.44,-56.66,-84.68
VeThor Token,1710,,VTHO,0.0007,0.00000009,0.18,-0.36,-1.55,94.80,91.54,45.06,-32.14,
Own,232,,CHX,0.1900,0.00002398,-0.30,2.07,-13.63,49.87,68.51,57.49,64.83,492.11
PRIZM,343,,PZM,0.1601,0.00002022,-5.70,4.86,-2.03,14.78,32.57,23.35,79.18,-83.40
XcelToken,441,,XCEL,0.0522,0.00001511,0.00,0.00,-3.41,-3.47,80.94,76.50,247.74,
Bitcoin Atom,465,,BCA,0.2478,0.00003129,-0.01,-3.43,24.56,43.59,20.11,10.28,-6.00,-57.58
Indorse,825,,IND,0.0255,0.00000322,-0.34,8.30,58.05,207.49,152.21,104.23,-9.71,
Envion,273,,EVN,0.1038,0.00001311,-0.20,10.71,10.71,42.71,28.62,24.13,165.87,-14.73
Libra Credit,168,,LBA,0.0452,0.00000571,-0.12,-8.35,4.54,336.73,271.53,187.11,-18.48,-59.17
Peculium,631,,PCL,0.0011,0.00000014,-0.19,-16.26,6.23,-47.35,-61.25,-56.07,11.61,-71.71
Decentralized Machine Learning,1031,,DML,0.0058,0.00000073,0.89,9.87,64.07,94.66,67.71,29.47,-53.28,-62.60
PCHAIN,383,,PI,0.0122,0.00000155,0.29,4.86,15.91,110.11,59.44,50.18,-42.62,-73.86
Digix Gold Token,491,,DGX,41.28,0.00521161,0.02,-2.73,0.62,-2.77,-4.90,4.11,-5.23,-2.61
HTMLCOIN,478,,HTML,0.00008060,0.00000001,-1.04,-0.35,-1.33,5.10,-2.43,-15.61,-49.31,-60.58
Bounty0x,764,,BNTY,0.0056,0.00000071,0.61,0.68,28.64,82.46,68.04,82.56,-30.38,-76.47
DOVU,805,,DOV,0.0027,0.00000034,-1.56,1.68,31.00,-36.86,-39.31,-57.74,-77.98,-93.87
